date,close,high,low,open,volume
2021-10-01,125.48651885986328,126.07088245264148,124.35374681249816,125.80117090285952,5587200
2021-10-04,124.77628326416016,126.2237211338237,123.7064498110174,125.31570638653284,5816000
2021-10-05,125.26173400878906,126.33158089981248,124.71332567465504,124.78524965333942,6902700
2021-10-06,126.93396759033205,126.99689251710592,124.6234553673814,124.956105585245,5332900
2021-10-07,127.94988250732422,128.588185757629,127.4374291177178,127.4374291177178,5334600
2021-10-08,127.41943359375,128.21956921462305,126.7991011100653,127.9228878651173,6131800
2021-10-11,127.94988250732422,128.3544430307443,127.4554135484324,127.99482300695882,5995600
2021-10-12,127.76107025146484,128.59716101969738,127.39246490030634,128.20159960173478,6734800
2021-10-13,128.05776977539062,128.34545209455936,126.79013483260736,128.0218009116807,5689800
2021-10-14,129.50518798828125,129.7389306940805,128.3903865922617,128.408371021354,6777800
2021-10-15,129.8378143310547,130.24237478636687,129.17252768762876,129.92772275139026,6923700
2021-10-18,127.96784973144533,129.1905303427825,127.75209144115696,129.05568141135225,9119000
2021-10-19,126.45751953125,126.60136757404454,124.78532375855052,125.0370509743888,9555300
2021-10-20,126.9519271850586,127.62619912657706,125.72924684904788,125.99894465117706,7352700
2021-10-21,126.03826904296876,127.69369328828866,125.90257038494256,127.42230977537513,6545500
2021-10-22,127.39523315429688,127.55805505729398,126.02928768984364,126.09260271773849,5265000
2021-10-25,127.41329193115234,127.476606940588,125.78500436017396,127.01526454678636,5382100
2021-10-26,129.22250366210938,129.52101041199458,127.76609273541754,128.10983238178724,6234900
2021-10-27,128.2998046875,129.97331142787792,128.17316085956253,129.4848320353025,9643500
2021-10-28,129.0686798095703,129.24961135451358,128.19122807166232,128.35404989834456,4538500
2021-10-29,129.34913635253906,129.7923828117513,128.4716706882353,128.59831450560176,6239500
2021-11-01,129.03253173828125,130.0818742087532,128.89684685121253,129.68384680249542,5038900
2021-11-02,130.3170928955078,130.78749027318923,128.70690082132586,129.10492830989128,9954300
2021-11-03,131.2126007080078,131.26687465170713,129.82855993111804,130.38036803062658,7620100
2021-11-04,131.4569091796875,131.52022420944772,128.76118241227687,129.21348389367714,6402500
2021-11-05,132.10818481445312,132.40670539025638,130.98648619365153,131.56543142465517,6062700
2021-11-08,131.1221466064453,132.16244789814084,130.28087279793152,131.61968080654836,5854400
2021-11-09,131.52020263671875,131.9182300835675,130.78747656553972,131.194545071401,4873100
2021-11-10,132.8137664794922,133.25701293991364,131.70109529194318,131.83679397008228,7334900
2021-11-11,132.43382263183594,132.94945276859542,132.26195972272382,132.8499459248247,4096300
2021-11-12,132.57855224609375,133.04894945374306,132.0538810920118,132.7413878885316,5687400
2021-11-15,133.33843994140625,133.6550564254308,132.49716600870386,133.00374134062906,5510200
2021-11-16,133.1484832763672,134.41492162694246,132.98564760092592,133.32940106885755,7603900
2021-11-17,133.06707763671875,133.6822009162984,132.45194055399574,132.94947485550475,4900200
2021-11-18,133.08511352539062,133.9535379866502,132.53330545596722,133.01274367002412,5509300
2021-11-19,132.8137664794922,134.08924571389818,132.78661570135165,133.83595807847422,6274300
2021-11-22,133.70028686523438,134.73153343001837,132.82282110887562,132.94946493952833,6625400
2021-11-23,135.18380737304688,135.2380813175817,133.5826569935717,133.72739671442426,7912800
2021-11-24,134.4782257080078,134.67723938408034,133.59170522254283,134.57773254604407,5665200
2021-11-26,133.40174865722656,135.43710453973958,133.2570089261608,134.40585811139195,6299800
