date,close,high,low,open,volume
2021-10-01,138.6082000732422,139.49417891610094,136.07279681752414,136.8739515707916,8112300
2021-10-04,138.68359375,139.1360032427001,137.38290027891895,138.60818977091023,7951000
2021-10-05,140.8702850341797,142.32177227774426,139.32453920855593,139.49418739805395,10881900
2021-10-06,140.24819946289062,140.87027152842384,139.0323300273631,139.4941740242297,7610700
2021-10-07,143.1229248046875,144.82889868722188,141.62429391207473,141.66200309703515,7958000
2021-10-08,143.7166748046875,144.08426017343504,142.01070131429924,143.47162268613476,6333700
2021-10-11,141.6431427001953,144.76290887225747,141.4357853369308,143.2548723179623,5551200
2021-10-12,144.53671264648438,144.772344708587,142.60452686087493,143.66015389690597,7408600
2021-10-13,147.317138671875,147.66586945192864,144.35760113839677,145.45093713976752,8456300
2021-10-14,148.10888671875,149.35303089598048,147.27003716234685,149.08910975809317,6024500
2021-10-15,148.92886352539062,149.2304794280077,147.56220062352176,148.73094067340625,5532100
2021-10-18,150.26724243164062,150.30495160805222,146.98724879383985,148.26908753693303,5765300
2021-10-19,148.74978637695312,150.7385067909539,147.7884037220883,150.50287477429936,6198200
2021-10-20,149.34361267089844,149.67350334279894,148.27856542582077,149.3907419642901,4487000
2021-10-21,152.8592071533203,153.01001510766866,149.18335315256715,149.343581210873,6121700
2021-10-22,154.0845184326172,155.15900009127964,152.9534873785262,152.9534873785262,5323000
2021-10-25,154.78199768066406,155.26268193341926,153.31165584226895,153.84888949160234,3878200
2021-10-26,154.376708984375,155.9413094652528,153.74521672851634,155.3475263964597,4711200
2021-10-27,153.01943969726562,154.63115466188552,152.36909302030642,154.2447146970493,4163900
2021-10-28,155.00819396972656,155.1401473423421,153.45301381193028,153.64151657540404,3762000
2021-10-29,157.675537109375,157.9960076293193,153.63209743734606,153.68864682856005,6740600
2021-11-01,156.77069091796875,159.09873633175505,156.35597627848406,158.15620828995773,3610800
2021-11-02,158.18450927734375,158.49554530866405,156.56335962540462,157.17599720168346,5038000
2021-11-03,162.58609008789062,162.93482086734062,158.95735131000586,159.2872418832088,7176700
2021-11-04,165.35714721679688,165.53622987319193,162.11484795657125,162.31278520359706,5460100
2021-11-05,167.30816650390625,168.80679719058674,165.41369010241723,165.63046754971083,5892200
2021-11-08,161.97348022460938,166.3939254919766,160.5691080005188,166.214857211071,8301100
2021-11-09,163.83026123046875,163.9339255275505,161.12519547383602,161.40795681469675,4343000
2021-11-10,158.58978271484375,162.2750712648976,157.92059577637835,161.3890924951314,8185200
2021-11-11,157.3739013671875,159.85275461026717,157.05344529871277,159.85275461026717,4994900
2021-11-12,159.3720703125,159.92815843056064,157.77919554904045,157.87345411019933,5126300
2021-11-15,159.14590454101562,160.56911705481943,158.83486848531544,159.94704494341906,3856700
2021-11-16,161.9546356201172,163.99992025611107,159.52291093877471,159.52291093877471,4401000
2021-11-17,161.86976623535156,162.81229424896452,160.46539431760723,161.7378128887192,3940200
2021-11-18,161.50221252441406,163.4909475980141,160.56910443067562,162.42588613179296,4044200
