date,open,high,low,close,volume
2019-03-20,36.69195566509746,37.21364223853486,34.431313846868704,34.63998794555664,2350800
2019-03-21,34.772157782253686,34.77911243722942,33.5270649201763,34.069618225097656,1764700
2019-03-22,33.9444148386815,34.74433552453891,33.49924260264935,33.8052978515625,844700
2019-03-25,33.805305193999196,34.36177326333883,33.387956795430874,34.1878776550293,440900
2019-03-26,34.083536874965546,34.60522366386808,33.513159531373674,33.97919845581055,504700
2019-03-27,34.0835352483368,35.32167098580948,34.0835352483368,34.84867477416992,1788600
2019-03-28,35.40513493137082,35.4746920897805,34.71998604194988,35.37035369873047,585400
2019-03-29,34.445238882540515,36.50416203710961,34.20874077333757,35.91291809082031,1769000
2019-04-01,36.3789542622268,37.83272139546157,35.64859336781725,37.213653564453125,19663400
2019-04-02,38.34049801463339,39.91947025212666,37.77012070547815,39.12650680541992,17414200
2019-04-03,39.70384096623084,39.78731010349142,38.61177425882315,39.56472396850586,15066200
2019-04-04,39.78730798302518,42.0966410005014,39.71774816115187,41.53321838378906,13309200
2019-04-05,40.61504630515721,41.02543993022814,39.14041270890051,39.815128326416016,17000800
2019-04-08,39.30039204941017,40.615041907575296,39.140408470984106,39.75252151489258,10764600
2019-04-09,39.509076801367634,39.7873108017002,39.00825931557953,39.140419006347656,9179900
2019-04-10,38.945661338168875,39.23780468448147,38.32659074793413,38.75089645385742,9081900
2019-04-11,38.743937955751946,39.09868379159343,38.138782045934775,38.18051528930664,7346100
2019-04-12,38.90392259528948,40.57332136306901,38.90392259528948,40.552452087402344,9281700
2019-04-15,40.74026085351641,40.935023075928186,39.84991623284971,40.19075012207031,5727300
2019-04-16,40.83763812034307,41.032402977856314,40.232482233791686,40.691566467285156,6681600
2019-04-17,41.00458193176172,41.074139108557,40.482895145488506,40.56636428833008,6420700
2019-04-18,40.5941858011387,40.76808138619948,40.030763150304786,40.18379211425781,5178800
2019-04-22,39.98207663765292,40.62896849170133,39.82904765824129,40.26726531982422,4401700
2019-04-23,39.84991575517694,40.23248553894411,39.64819622527627,40.09336853027344,5687200
2019-04-24,39.98903643547205,40.26726782492319,38.858714948075374,38.93870544433594,5431300
2019-04-25,38.78567023159467,38.93869919597045,38.13182378519679,38.486572265625,6260500
2019-04-26,38.46570586563141,38.67438005318821,38.22225308905453,38.43092727661133,4009800
2019-04-29,38.291803880917435,38.73350011346036,38.11790831138244,38.60481643676758,5935200
2019-04-30,38.78566867497608,39.79078756022602,38.674375610833785,39.460384368896484,6454100
2019-05-01,39.52297282665788,39.98205688464747,38.86912663904695,39.04302215576172,7644400
2019-05-02,38.63264229003188,39.293446017884115,36.19114688616109,36.657188415527344,13932700
2019-05-03,37.00498581762158,37.10932159009057,35.975524139329764,37.07454299926758,7401700
2019-05-06,36.27461432556066,37.58230700639421,35.96160179163511,37.18582534790039,6089500
2019-05-07,36.76848649694261,37.09193242267262,36.622414828144876,36.83108901977539,7330800
2019-05-08,37.09540843116413,37.140620329203685,36.385914107489,36.5041618347168,5390700
2019-05-09,36.35113522885101,36.963248486715564,35.857272359334004,36.817176818847656,4579700
2019-05-10,36.82412434337262,37.36250646272237,36.511114445260375,36.91455078125,4758100
2019-05-13,36.365049420673174,36.552856999468844,35.30776378454743,35.43992614746094,4213100
2019-05-14,35.704243714962566,36.86586497934154,35.36340719198129,36.5041618347168,4204500
2019-05-15,36.15637323518162,37.09193242267262,35.94074173354951,36.83108901977539,2928700
2019-05-16,37.0675754030555,37.24842560426636,36.67804842287804,36.85194396972656,3689700
2019-05-17,36.40678018545762,36.53198522032092,35.238201629024196,35.3355827331543,4440800
2019-05-20,35.057348695150026,35.15472979180522,34.7234668588524,34.83476257324219,5168400
2019-05-21,34.9738755470266,35.60685530406488,34.79302532505957,35.21733093261719,4968400
2019-05-22,35.09908172979204,35.203420134705674,34.754769239074434,34.92518615722656,3019100
2019-05-23,34.43132757732496,34.68173765698256,33.534025676363925,33.88181686401367,4919200
2019-05-24,34.354819786522285,34.48350350626746,33.69401587052378,34.222660064697266,2918900
2019-05-28,34.34090110455006,34.38263700227951,33.457511170048186,33.77748107910156,6613000
2019-05-29,33.527071020122854,34.38263702332889,33.394908670616786,33.88181686401367,3525900
2019-05-30,33.959446340991086,34.29113756270664,33.888875000769254,34.206451416015625,3777600
2019-05-31,33.8465300212102,33.874759633681364,32.992604434887575,32.99966049194336,3396900
2019-06-03,33.06316919355029,33.84652328491211,33.06316919355029,33.84652328491211,5905200
2019-06-04,34.35464610710216,35.23680114746094,34.32641649970103,35.23680114746094,7043000
2019-06-05,35.63201326304517,35.68846979473668,34.615768771358255,35.526153564453125,6413300
2019-06-06,35.48380464634248,36.210702254095864,35.39206245746351,36.034271240234375,6228100
2019-06-07,36.08368340681943,36.47888728303233,35.90019358532816,36.20365524291992,5391100
2019-06-10,36.50005553979365,36.7682287905161,36.40125458509337,36.429481506347656,5434400
2019-06-11,36.69765006149403,36.81762185601422,36.3871324532151,36.72587966918945,5144300
2019-06-12,36.74000303748783,37.149321675993306,36.471827086114054,37.04346466064453,3103900
2019-06-13,37.17753069381205,37.368076446425995,36.72586788411503,37.31867599487305,4179800
2019-06-14,37.14226506256344,37.18460679121952,35.99193387321304,36.09779357910156,3919300
2019-06-17,35.32854643084954,35.519092244808384,34.61576364247125,34.82748031616211,5787300
2019-06-18,35.10978348344524,35.68847718679739,34.86278105840147,35.010982513427734,5014200
2019-06-19,35.25092359291349,35.45558425275304,34.10765116656266,34.227622985839844,5404000
2019-06-20,34.64753493686912,34.996867707207414,34.312314283284806,34.531089782714844,4228300
2019-06-21,34.453450957610045,34.77102734666654,34.09353284476191,34.12881851196289,9478500
2019-06-24,34.23467229339531,35.07448563125312,34.100585693794464,34.98979949951172,4602300
2019-06-25,34.926285926474264,35.44358019139877,34.615765608112916,35.06742858886719,4005200
2019-06-26,35.18034656342563,36.14719055325287,35.152119644432545,35.603782653808594,5244400
2019-06-27,35.71669290986664,36.09072577717466,35.66093903267174,35.928409576416016,4097200
2019-06-28,36.02016165557255,36.133077413121015,34.63694295257285,34.799259185791016,6507400
2019-07-01,35.286200781298064,35.42734612284795,34.947453576852425,35.39911651611328,4641700
2019-07-02,35.28620730608713,35.328551724019064,34.41110818036162,34.86277389526367,4725800
2019-07-03,34.90510811722327,35.03919739911942,34.72162106321194,34.8133659362793,2479400
2019-07-05,34.58753978477913,34.84160091229418,34.55225411531849,34.799259185791016,2529800
2019-07-08,34.820423216730795,34.93333895212343,34.14645548614227,34.241729736328125,5936000
2019-07-09,34.08647012382731,34.17821500155757,33.521891438032526,33.78300857543945,4967400
2019-07-10,34.11471278476255,34.17116932888273,33.53601907387675,33.55718994140625,3507400
2019-07-11,33.684212012996184,33.91710226542718,33.29606428440172,33.71949768066406,4202000
2019-07-12,34.19938787885713,35.31443320470109,33.931214669858754,35.08154296875,4328400
2019-07-15,35.123887942208896,35.956642575714255,35.04625786232088,35.942527770996094,4923800
2019-07-16,35.9566435362752,37.15284567382692,35.9566435362752,36.923484802246094,6011200
2019-07-17,36.81056978592491,36.90937073143328,36.15424614262062,36.41536331176758,4417500
