date,open,high,low,close,volume
2021-10-01,169.45506759303825,174.41243347822922,169.15015316526143,173.1239013671875,12165000
2021-10-04,172.68126377722194,173.0747138080698,169.8386529669015,170.61570739746094,7200600
2021-10-05,170.97964783487674,173.35013378717343,170.76325405450032,171.74685668945312,6798200
2021-10-06,170.1632394823872,172.82880897054133,168.73701880058107,172.60256958007812,6005200
2021-10-07,174.78619013448125,176.6845510776788,174.42226195208292,174.79603576660156,7780000
2021-10-08,175.01240872642052,175.67143569597988,173.5074979034254,173.84193420410156,4132200
2021-10-11,173.1337503871573,173.62555173412002,170.63539113977856,170.67474365234375,8046300
2021-10-12,170.77307810360224,171.62882256890595,169.7206311291825,170.29112243652344,5188400
2021-10-13,170.7829285837049,170.8517729629916,168.1370351210471,170.12391662597656,8914700
2021-10-14,171.21571908466404,173.13374123470814,171.14685969560813,171.55014038085938,7450200
2021-10-15,172.80915008571023,175.95667552949308,171.2452254914129,173.5665283203125,13943900
2021-10-18,169.53375191667476,170.49767830309665,167.01573155540157,168.33375549316406,20494800
2021-10-19,168.62883894317102,168.76654271237877,167.38949001171602,168.3730926513672,9669500
2021-10-20,168.16655983160987,168.21574296979293,167.0944364587177,167.75344848632812,9737600
2021-10-21,167.40916539871407,169.67145445989638,167.31081414041014,168.5304718017578,7509000
2021-10-22,167.7730891598137,167.9993135371712,165.83539099334925,166.64193725585938,7854300
2021-10-25,167.11408148484642,169.74031372473627,166.25835199615867,169.18948364257812,9798700
2021-10-26,170.1140761586202,170.28128680891842,167.91081581719868,169.218994140625,5850200
2021-10-27,168.9534355633683,169.21899747924198,166.65179389902943,166.76983642578125,7054700
2021-10-28,166.70097229179387,167.55671679990914,165.83541216889165,166.89768981933594,7884500
2021-10-29,166.24853109711293,167.66492137405396,165.3927865497859,166.29771423339844,7598800
2021-11-01,166.4353962009392,168.44193882462048,166.31735368760454,167.39932250976562,8182900
2021-11-02,167.2419445639908,168.04850587930946,166.20915885891037,167.04522705078125,6777200
2021-11-03,166.91736389186073,167.39933458533352,165.60917058836463,167.2911376953125,6829300
2021-11-04,167.24195334733386,167.6255577712434,165.9042531752366,167.48785400390625,7505500
2021-11-05,170.65505889268613,174.08783752652886,169.50424559916627,172.75013732910156,16859200
2021-11-08,175.75996695512038,176.31078205976317,173.21243959185443,173.9698028564453,10584600
2021-11-09,174.04847259637654,174.21568323305016,170.36980857238828,172.2386474609375,7293300
2021-11-10,171.82553229596138,173.9697786562707,171.0189709987988,171.58946228027344,11045800
2021-11-11,160.21902154574963,161.27148349660902,155.73379624139417,159.45181274414062,62366500
2021-11-12,160.83871068383797,160.92723132091228,156.32396308143618,157.0124969482422,25638400
2021-11-15,157.4649372447269,158.0846116878855,155.07479012154607,155.8321533203125,21285300
2021-11-16,156.45182558962242,157.61248445047622,155.95019367173074,156.22560119628906,15516200
2021-11-17,156.12725139098998,156.2846314240652,154.17972225958874,154.75021362304688,14695500
2021-11-18,154.51413472604983,154.72069788370663,151.18956801706813,153.02890014648438,14487700
2021-11-19,152.47808664227236,152.66497354670096,150.26498068504296,151.4748077392578,16776500
2021-11-22,150.717428628143,153.26497087739517,150.0682622909612,151.63218688964844,12790400
2021-11-23,151.31741817883835,151.72069884102712,147.7272747445428,148.55349731445312,17382900
2021-11-24,148.21910839702767,148.92730361401885,146.3600997045728,148.8584442138672,14123700
2021-11-26,144.39284910120605,146.4092372153474,143.4584297337502,145.68136596679688,12027700
2021-11-29,146.36989406060255,146.85186471647395,141.88466880344086,145.38629150390625,21231300
2021-11-30,144.31418135297145,144.86499643309506,140.7633752022617,142.52401733398438,26011100
2021-12-01,144.29450199842148,145.93711658014678,139.71091016663615,139.81910705566406,16469000
2021-12-02,140.49779269496736,145.22891883033913,140.4289483169839,144.7863006591797,18177700
2021-12-03,145.38631238299644,145.88795936444734,141.95354857263706,143.8223876953125,14975600
2021-12-06,144.86498382566836,148.26825528679993,144.26498566376827,147.90431213378906,14333900
2021-12-07,149.35022194998172,150.2551345819591,147.26498914623315,148.3371124267578,14661100
2021-12-08,148.43546037263783,151.140367311337,148.09119348609732,150.8256072998047,12886300
2021-12-09,149.77316278266363,151.76002910482202,149.212502131438,150.4321746826172,11862300
2021-12-10,151.06170795959167,152.12400070118233,148.9666293574057,150.2059783935547,10247900
2021-12-13,149.6256393691311,149.99941320149557,146.84204190016482,147.96334838867188,10195800
2021-12-14,146.81251637419928,149.13381907419696,146.08466006708977,146.6551513671875,10872000
2021-12-15,146.3207149944011,148.44530017792533,144.93384675746955,147.93382263183594,12231500
2021-12-16,148.86827078420012,149.56662027826454,146.14368717351914,146.31089782714844,11145600
2021-12-17,146.0748390584943,147.38303251755386,144.16666232993543,146.32073974609375,13785000
2021-12-20,144.5699303474233,145.30763242193936,142.70109109541747,144.06829833984375,11201900
2021-12-21,145.14038764377466,148.94692465096773,144.9731770138771,148.5731658935547,10781400
2021-12-22,147.9535057009731,149.7043171804722,147.41252125313122,149.3895721435547,7820400
2021-12-23,149.8223533727274,151.6616854091039,149.4387339552574,151.11087036132812,6572400
2021-12-27,150.37316937867004,151.49447573552547,148.91742673331885,150.2944793701172,7762000
2021-12-28,150.11743934020254,153.93382262070298,149.9108911779159,152.65513610839844,12198700
2021-12-29,152.02562147197654,153.36332166126766,151.6518476664351,152.33053588867188,8737000
2021-12-30,153.15677491187887,154.49447511339767,152.960042375426,153.37315368652344,7228400
2021-12-31,153.31414615828825,154.0026800466783,152.20268532681374,152.3502197265625,6410200
2022-01-03,153.27480142526454,154.9764297926478,152.81250698307483,154.18954467773438,10222800
2022-01-04,155.9895260347066,157.6911692658294,152.9993808628623,153.17642211914062,16582000
2022-01-05,153.95350287484337,156.76660727152708,152.55678880496356,152.6453094482422,12272100
2022-01-06,153.67807368894577,155.1829844472795,151.16003845749148,154.32723999023438,11095300
2022-01-07,154.32724614710972,156.68790145666674,153.72724794439645,155.24200439453125,9554600
2022-01-10,155.389542235468,155.6747954083919,152.1141436143459,154.0321807861328,8672900
2022-01-11,154.05184579390516,155.62561607364287,153.39283380423336,155.301025390625,8042600
2022-01-12,155.90101271749455,156.38298339649398,153.76659686807068,155.21249389648438,6995600
2022-01-13,155.1141260339991,155.93051798784882,152.62561267247685,152.8911895751953,9680600
2022-01-14,149.85187383926524,150.11743575586442,145.9863075143227,149.44859313964844,16832000
2022-01-18,148.6321954368463,150.61907697079496,147.3731852591285,149.77317810058594,10419500
2022-01-19,148.3666157990563,150.35349729654266,147.50105569812538,147.64859008789062,10413200
2022-01-20,148.4354782091275,150.1567828315009,144.73712267213358,145.1994171142578,11760400
2022-01-21,138.9141957285995,139.54370081370428,134.38963261959202,135.12733459472656,34491800
2022-01-24,132.60931382617522,135.4224029406978,127.1404705942892,135.20602416992188,31419500
2022-01-25,133.07159476322047,135.49126386506003,130.20932248301332,134.27159118652344,14694400
2022-01-26,135.45190868712663,135.9338643130678,130.0912629836929,131.4093017578125,14569900
2022-01-27,132.85521098422598,135.64863877874149,131.8224252478595,133.199462890625,11913900
2022-01-28,132.9929227329434,136.41585579945075,131.36996933304965,136.35684204101562,10011700
2022-01-31,136.58304909441176,140.80269738073687,136.19944470474584,140.6256561279297,10185500
2022-02-01,140.67486090190351,142.31747559288945,139.91748262833028,142.12075805664062,8573300
2022-02-02,141.82568135117714,142.2191164433796,139.0617600557,140.2814178466797,9529900
2022-02-03,137.70436458252289,139.71090729123384,136.96666262940224,137.73387145996094,9820600
2022-02-04,137.7437095934985,140.84206697069646,137.242077641115,139.69125366210938,8061100
2022-02-07,141.03877761398954,141.72729643910873,139.287966169293,140.17320251464844,10937500
2022-02-08,139.4650038320226,140.54697267824767,138.43223312531657,140.14369201660156,9231700
2022-02-09,142.00270703227173,144.93385367878238,140.90107688831796,144.81581115722656,22877400
2022-02-10,153.46170038082772,154.9174282021645,148.63220742973442,149.6649932861328,42500300
2022-02-11,151.0223280368693,152.15347996788086,146.12399156902126,147.01907348632812,17975200
2022-02-14,146.9207221245181,151.20923025249678,146.76335710801044,148.37646484375,14694700
2022-02-15,151.02233976047492,152.3108718006495,150.00923026196165,152.18299865722656,12726000
2022-02-16,152.4387243945471,154.1600289179996,151.22889741760986,153.78627014160156,10656400
2022-02-17,152.15349055064652,152.81250250008512,150.10759531532528,150.4420166015625,8110300
2022-02-18,150.4026846416542,151.1600478751071,147.5895804655261,148.8780975341797,10785500
2022-02-22,147.72726873705687,148.31742125931464,145.18957236817235,145.6616973876953,12227200
2022-02-23,147.04860144673452,147.28467149428843,143.11419070568476,143.47811889648438,9300700
2022-02-24,137.70436717999794,147.1174514834943,137.70436717999794,146.95022583007812,12475500
2022-02-25,147.10761662136574,147.81581176225302,144.8059899177751,147.07810974121094,10149500
2022-02-28,145.4059755776214,147.0289138800211,144.05844480522185,146.02565002441406,10834700
2022-03-01,145.43546758998946,145.72070571384032,141.42236755199372,143.31088256835938,8944000
2022-03-02,143.91090169898845,146.03548703064214,143.52729726482198,144.92401123046875,7851000
2022-03-03,144.89450343275178,146.2125273768031,142.0813992638414,143.18304443359375,8048400
2022-03-04,141.64862889301023,141.89452958444852,137.2617689625603,138.41258239746094,12913000
2022-03-07,137.9797838869843,138.5797821270731,131.251945102392,131.3109588623047,14549700
2022-03-08,130.83880951160484,133.26830890138882,127.16996135913628,129.58963012695312,16552000
2022-03-09,133.26832101651434,133.27815163937515,131.173242686152,131.45848083496094,14673100
2022-03-10,130.18964401577742,131.999469243306,129.4617726703521,131.4486541748047,8447200
2022-03-11,132.86502827198882,133.92732077918282,129.41258888004572,129.58963012695312,7058400
2022-03-14,128.83227546874497,130.8880164867583,126.27491749309802,126.91425323486328,9971500
2022-03-15,127.61260675038923,132.35356347879085,127.38636734616703,131.9994659423828,9834800
2022-03-16,133.42570177562078,136.70110060506437,132.7273522554521,135.8748779296875,10638700
2022-03-17,135.1863325220498,137.18304443359375,134.32075750316378,137.18304443359375,6816000
2022-03-18,137.2617335408609,138.4223773008125,136.03223040095455,137.9994354248047,11308800
2022-03-21,136.6224076746582,137.0158577559166,134.63554104650066,136.3470001220703,9090300
2022-03-22,136.7797753023241,139.8584562463956,136.62239528409387,137.81256103515625,8511600
2022-03-23,136.7896161150581,137.46828927867185,135.28469038055016,135.383056640625,8761300
2022-03-24,136.30765320272275,136.98634141350004,135.15683993563357,136.68142700195312,5858800
2022-03-25,136.99617850472882,138.0781474438032,135.8551958069023,136.8584747314453,5949400
2022-03-28,136.60273829950685,137.34044027331564,134.04536545353554,136.4453582763672,8456100
2022-03-29,138.64863516898413,142.09124441968095,138.64863516898413,140.04534912109375,11280700
2022-03-30,138.99288778590264,140.92075557973794,137.7830607312805,138.6486358642578,7922400
2022-03-31,137.8420659553867,138.56993727292863,134.86175131717047,134.9109344482422,12306500
2022-04-01,135.0879612808952,135.83550877273626,133.30764318978154,134.7535400390625,10341000
2022-04-04,134.72406202817834,136.97650559082348,134.64537201172712,136.3076629638672,8174600
2022-04-05,135.48142690752022,136.91747829214563,132.9142235329169,133.39617919921875,8694100
2022-04-06,131.55685363257456,131.73389490437037,128.66505945789422,130.39620971679688,11679700
2022-04-07,130.8289785006047,131.02571103059668,127.88801628539342,129.70767211914062,9858700
2022-04-08,129.83554526191844,130.93717538866636,128.48801448126537,129.70767211914062,6702000
2022-04-11,127.90767697762476,130.2584866184345,127.90767697762476,128.50767517089844,9915300
2022-04-12,129.64864520152494,131.02569772874503,128.01586142329614,128.69454956054688,7885600
2022-04-13,128.90113830284054,130.71096368936486,128.60605448776704,130.17982482910156,7694500
2022-04-14,130.63225383400604,131.3994626315393,128.21259993673468,128.33062744140625,7283500
2022-04-18,127.93720817582556,128.0847425748342,124.7404919519352,125.67491149902344,10571000
2022-04-19,125.98965894847343,131.0060384315525,125.69458265812872,129.7371826171875,12767200
2022-04-20,123.98310940185226,125.26178826556156,122.07491797694632,122.52737426757812,36465700
2022-04-21,123.48147561740728,124.37655011243793,119.2913262938542,119.66510009765624,18688600
2022-04-22,118.0421548426266,119.89132510295008,116.2126533332002,116.33068084716795,19472800
2022-04-25,115.7306880099691,118.35690520748656,114.83560602263591,117.9831314086914,16491000
2022-04-26,117.19626314026576,117.19626314026576,113.74381556399598,113.8716812133789,16116000
2022-04-27,113.53726324674976,114.98316045827848,111.53071278016836,113.32086944580078,15553000
2022-04-28,113.3306918809205,114.09790070219678,110.84217852318864,113.39954376220705,23192100
