date,open,high,low,close,volume,MACD,RSI,CCI,DX,Turbulence
2021-10-01,169.45506759303825,174.41243347822922,169.15015316526143,173.1239013671875,12165000,-1.7192470841855254,47.47186736530003,-43.29276005944804,15.353377617962904,181.68203278290264
2021-10-04,172.68126377722194,173.0747138080698,169.8386529669015,170.61570739746094,7200600,-1.7841906191716532,44.126392194212926,-56.17507079072758,15.353377617962904,153.64437351589046
2021-10-05,170.97964783487674,173.35013378717343,170.76325405450032,171.74685668945312,6798200,-1.72450551794293,45.97547328910145,-34.03587318566349,14.098470973363725,128.51677752475535
2021-10-06,170.1632394823872,172.82880897054133,168.73701880058107,172.60256958007812,6005200,-1.5898292049880354,47.39380865899188,-41.909058611208565,20.914870579645424,117.15683813116944
2021-10-07,174.78619013448125,176.6845510776788,174.42226195208292,174.79603576660156,7780000,-1.291218503833619,50.94869776127,127.80147843129927,4.002626091655242,126.2264025650469
2021-10-08,175.01240872642052,175.67143569597988,173.5074979034254,173.84193420410156,4132200,-1.1186601759623898,49.38541949339518,98.1525033528229,7.314833766912952,79.97463035942904
2021-10-11,173.1337503871573,173.62555173412002,170.63539113977856,170.67474365234375,8046300,-1.2233700180728704,44.503793490201005,-25.613880322866724,16.998110842296523,51.42653705240557
2021-10-12,170.77307810360224,171.62882256890595,169.7206311291825,170.29112243652344,5188400,-1.322068367221192,43.93727771288864,-75.17810084534614,19.869558701903337,75.7171098766817
2021-10-13,170.7829285837049,170.8517729629916,168.1370351210471,170.12391662597656,8914700,-1.397668182726079,43.67630547848921,-97.31070789084004,24.724547615117125,99.90344255798112
2021-10-14,171.21571908466404,173.13374123470814,171.14685969560813,171.55014038085938,7450200,-1.3271981297238824,46.59038621392781,3.2826934458769483,14.005269920955884,90.40370338520889
2021-10-15,172.80915008571023,175.95667552949308,171.2452254914129,173.5665283203125,13943900,-1.0960103251677538,50.49044020422357,88.96143490907019,2.293138435407876,95.64503700981048
2021-10-18,169.53375191667476,170.49767830309665,167.01573155540157,168.33375549316406,20494800,-1.3198193041038166,41.93290646273367,-126.8118552610664,16.18622479333524,51.816006201994405
2021-10-19,168.62883894317102,168.76654271237877,167.38949001171602,168.3730926513672,9669500,-1.4769895364722174,42.01247288613793,-123.8426527428052,16.18622479333523,64.78316389127413
2021-10-20,168.16655983160987,168.21574296979293,167.0944364587177,167.75344848632812,9737600,-1.6327271215905057,41.05809018755753,-141.51381517648844,17.13946686926589,103.90069795089944
2021-10-21,167.40916539871407,169.67145445989638,167.31081414041014,168.5304718017578,7509000,-1.6741524053202284,42.81246372826946,-90.9881485846768,10.464201969046533,227.00108449099744
2021-10-22,167.7730891598137,167.9993135371712,165.83539099334925,166.64193725585938,7854300,-1.8381817805041576,39.71816256481985,-121.0693637074026,15.707222883272642,188.10960260827957
2021-10-25,167.11408148484642,169.74031372473627,166.25835199615867,169.18948364257812,9798700,-1.742523809636424,45.446120860983214,-62.93935005294922,7.693380444480881,141.28330976870254
2021-10-26,170.1140761586202,170.28128680891842,167.91081581719868,169.218994140625,5850200,-1.645366170968401,45.51071061520254,-35.53071562886888,5.253994928126163,126.82476559130636
2021-10-27,168.9534355633683,169.21899747924198,166.65179389902943,166.76983642578125,7054700,-1.7458693068602713,41.15566675104149,-77.94528106677555,10.343943348038303,122.63009539890196
2021-10-28,166.70097229179387,167.55671679990914,165.83541216889165,166.89768981933594,7884500,-1.794516002368198,41.47053845624709,-101.20921481865938,13.585716903214532,110.4000159280289
