fiscalDateEnding,ticker,Current Ratio,Acid Test Ratio,Operating Cash Flow Ratio,Debt Ratio,Debt to Equity Ratio,Interest Coverage Ratio,Asset Turnover Ratio,Inventory Turnover Ratio,Day Sales in Inventory Ratio,Return on Ratio,Return on Equity Ratio,Quality Score
2025-09-30,MCD,1.0,1.2181279815759172,0.5639085375884192,1.0356883579725449,-29.020342117429497,8.275862068965518,0.11678326293558607,54.054545454545455,6.752438614194417,,,0.2999393306413013
2025-06-30,MCD,1.30316426244765,1.4662633783154955,0.46486738017682644,1.0463437158928721,-22.577898550724637,8.335897435897436,0.11490219125178407,52.38181818181818,6.968066643526553,0.03783057677776845,-0.816304347826087,0.43944868005473303
2025-03-31,MCD,1.1813872255489022,1.2133233532934131,0.6057884231536926,1.0613183262617834,-17.30833815865663,7.196808510638298,0.10571819134016226,51.35294117647059,7.107674684994273,0.0331800671057537,-0.5411117544875507,0.4185326411809015
2024-12-31,MCD,1.191142191142191,1.1792281792281791,0.6814296814296814,1.0688086694936754,-15.537144362486828,7.678947368421053,0.11576238628538292,48.375,7.545219638242894,0.03655177412924504,-0.5313487881981033,0.42300302598351935
2024-09-30,MCD,0.7786937222574508,0.7771084337349398,0.43373493975903615,1.0921633554083885,-11.850299401197605,8.461942257217848,0.12237413658050274,55.51851851851852,6.574382921947965,0.040144556006551306,-0.43558045199922735,0.3470877009517601
2024-06-30,MCD,1.0754475703324808,1.0199488491048594,0.4319693094629156,1.0896637608966375,-12.152777777777779,7.849865951742627,0.12062972807196892,60.26086956521739,6.056998556998557,0.037582944554933925,-0.4191542288557214,0.3681926348999792
2024-03-31,MCD,0.8303315595579206,0.8010642652476463,0.4891526811297585,1.0903145030179582,-12.074917218543046,7.475806451612903,0.11528039915534544,59.34782608695652,6.15018315018315,0.036066002653560816,-0.39942052980132453,0.3479474085932136
2023-12-31,MCD,1.1643096661320893,1.6979151479807553,0.36286630704184286,1.0838335084688406,-12.93115172120697,7.98223209328151,0.11409692414554651,51.924528301886795,7.029433139534883,0.03631538639642368,-0.4332766680832979,0.4085989966797788
2023-09-30,MCD,1.7113448422314936,2.3083668523746472,0.7567392010392985,1.093201482838126,-11.72944302545934,9.574780058651026,0.12847168228407754,59.411764705882355,6.143564356435643,0.04448322400185835,-0.47728021751668454,0.5140906605342824
2023-06-30,MCD,1.3461632686392466,1.4821025124533849,0.45548085036883795,1.0991059038103168,-11.090216238923006,9.536363636363637,0.12880139566234486,52.786259541984734,6.9146782357194505,0.045803100590777523,-0.46216318937408735,0.4596975423023111
2023-03-31,MCD,1.470084546024607,2.0523925876273057,0.5234285467165438,1.1110480943738656,-10.005107252298263,7.86969696969697,0.11339167615121966,50.1747572815534,7.274574303405573,0.03465001999446307,-0.31202714634441925,0.45873331635434295
2022-12-31,MCD,1.426632650377423,1.915415165303385,0.5789958181005234,1.1190310019113483,-9.401172668821001,8.243419015174977,0.1175062852429633,48.41538461538462,7.53892596123292,0.03773921595063804,-0.3170536695872339,0.4729197629876716
2022-09-30,MCD,1.6467685952783913,2.1647399672987007,0.698172743180058,1.1353811008296633,-8.386555389723128,9.28282168517309,0.1210702327345902,55.89861751152074,6.529678483099753,0.040856384119286784,-0.3017879443209162,0.5041884087641217
2022-06-30,MCD,1.4135513347317605,1.603890692796184,0.1776098387977357,1.1293418183147268,-8.731451536939936,5.848933241569167,0.11611483152546916,55.80369515011547,6.540785498489426,0.024122904982557595,-0.18650507080285095,0.35827249482282203
2022-03-31,MCD,1.0996079913096868,1.4984886411939735,0.5037783970150663,1.1177490334665285,-9.492638712692795,6.364427427775844,0.11135723509513991,52.73185483870968,6.921812272987956,0.021706956092747903,-0.18434933564799358,0.40254188309731953
2021-12-31,MCD,1.7782338308457712,2.8086567164179104,0.6633084577114428,1.0854342178804663,-12.704911975657465,8.130581867388363,0.11158069086405356,49.42625899280576,7.384738546632218,0.03043025348022349,-0.35618343838296024,0.4938534288602233
2021-09-30,MCD,1.3336800376795668,2.0488460632702723,0.5137373420205668,1.1076298670510365,-10.291101321585904,10.163772557030985,0.11761147040415726,55.287425149700596,6.601862883136576,0.04077417641815389,-0.37883700440528634,0.47447074991118926
2021-06-30,MCD,1.4489173528514792,2.009530344617261,0.44047982108366374,1.1119223943067575,-9.934762396694214,9.013490725126475,0.11346209804386324,55.82426778242678,6.538375056213461,0.04276676475292476,-0.38211088154269973,0.45797409156201807
2021-03-31,MCD,1.1939167649242326,1.6972575221625399,0.4637757107297262,1.1415863225518608,-8.06282910648884,7.509,0.10027963078560792,54.22295805739515,6.731466026136872,0.03008036694447108,-0.2124524911892751,0.4214082065606987
2020-12-31,MCD,1.0100304148061865,1.4574030932505015,0.3223969455769106,1.1486866007433474,-7.725555598154609,7.233534946236559,0.10097136820023259,49.5812133072407,7.361659299021156,0.026169176161195438,-0.1760022492300221,0.3709563620357636
2020-09-30,MCD,1.0725932295149836,1.5539950956975892,0.4680583420910162,1.167104871270412,-6.984266002525938,8.149629151886488,0.1068673531981704,56.86425339366516,6.418795257420228,0.034765765996769185,-0.2080475915062381,0.42394054570218553
2020-06-30,MCD,0.9121320434440595,1.2922813651481486,-0.02940892342087468,1.189493561131703,-6.277224165442614,3.032905045440301,0.07532204353720247,47.798122065727696,7.636283272762991,0.009687838538694284,-0.051124895647303735,0.22217103042894504
2020-03-31,MCD,1.895004764531822,3.1232509152916395,0.38768243141581826,1.183780256288562,-6.4412809090322165,6.160357142857142,0.09322891947476665,60.67774936061381,6.015384615384615,0.021889337130200918,-0.1191060322379323,0.43366023921414343
2019-12-31,MCD,0.9825738746202707,1.1105219552609775,0.5217619442143054,1.1728091297136651,-6.786731300926885,8.161837455830389,0.1125849280584625,49.85856573705179,7.3207079787446565,0.03309142342372681,-0.19149117571830507,0.3897233440370243
2019-09-30,MCD,0.8431331275142671,1.019716531013191,0.5348255215642249,1.1877349634319398,-6.326658293794772,8.561992228894384,0.12012444056325729,60.67370892018779,6.015785197508415,0.03510315467743696,-0.18698251000093033,0.38865064462725296
