fiscalDateEnding,ticker,Current Ratio,Acid Test Ratio,Debt Ratio,Debt to Equity Ratio,Interest Coverage Ratio,Asset Turnover Ratio,Inventory Turnover Ratio,Day Sales in Inventory Ratio,Return on Ratio,Return on Equity Ratio,Quality Score
2021-08-31,NKE,3.191437900592575,3.117789333655823,0.6217264024052536,1.643589207278812,28.7027027027027,0.3230213360761663,0.9780564263322884,373.18910256410254,0.0494237413297465,0.1306560691626577,0.5313245369356865
2021-05-31,NKE,2.717696919578251,2.5057887120115776,0.6617117117117117,1.956058588548602,25.85135135135135,0.3270800211976682,0.9759264662970528,374.0035879802661,0.0399841017488076,0.1181953473799639,0.4899967593539281
2021-02-28,NKE,2.777153136946256,2.32752417360018,0.6702777393947769,2.032855586287821,23.97142857142857,0.2862235733038551,0.8423726281189302,433.2999290528557,0.0400442172170789,0.1214483278853407,0.4982235731546848
2020-11-30,NKE,2.661143050388908,2.365347762371773,0.6945688368354576,2.27406015037594,21.066666666666663,0.3227408428062923,1.0502463054187192,347.5375234521576,0.0359111264209438,0.1175751879699248,0.4716114418622179
2020-08-31,NKE,2.545190857408052,2.333101287852419,0.722653196223465,2.6055941023417173,25.228571428571428,0.3185399001743941,0.8729306487695749,418.1317273193234,0.0456431535269709,0.164570685169124,0.5198099654266767
2020-05-31,NKE,2.4814099468855626,2.347295992274264,0.7429966179567353,2.8909993792675355,-14.203389830508474,0.2014230106566268,0.5375322383602552,679.0290404040404,-0.0252057941420458,-0.0980757293606455,0.2487606624672997
2020-02-29,NKE,1.901449275362319,1.2317632850241549,0.6550343249427918,1.898839137645108,45.76923076923077,0.3853546910755149,0.9696917513345962,376.4082756171195,0.0323035850495804,0.0936428966279712,0.3877984125665074
2019-11-30,NKE,1.9807599225556631,1.3228460793804453,0.6484850763100519,1.844829430007486,48.8,0.3881663032854672,0.9327310856589772,391.3239363542027,0.04191414179385,0.1192385841086514,0.4384045484931874
2019-08-31,NKE,2.01090458488228,1.4309789343246593,0.6495104575412397,1.8531521739130437,45.38235294117647,0.4061107089793896,0.9921165381319624,367.9003282086716,0.052078174406644,0.1485869565217391,0.4865009412584756
2019-05-31,NKE,2.1008136282735825,1.6786168319349095,0.6188388076063583,1.6235619469026548,38.34375,0.4293966353248724,0.9873710423336892,369.66852819311833,0.0417000463802335,0.1094026548672566,0.4626371328427781
2019-02-28,NKE,2.169482213981596,1.6397472874605137,0.6090484708346058,1.557861845776141,41.6,0.419309803237206,0.9735918744228994,374.9004172989378,0.0480345534662536,0.1228657515902243,0.490897098726013
2018-11-30,NKE,2.138774388568288,1.5377851057982963,0.6150725404594964,1.597892083858403,29.181818181818183,0.4133703752700974,0.9779138827023014,373.243499715316,0.0373506195704899,0.0970328789093825,0.4516025791543918
2018-08-31,NKE,2.3108228980322005,1.624031007751938,0.6000533736600987,1.5003336298932384,46.0,0.4424676422185651,1.0619858427396212,343.6957304990092,0.0485700306898545,0.12144128113879,0.5009006621114468
2018-05-31,NKE,2.505629139072848,1.986092715231788,0.5646077387291445,1.2967794537301265,28.59090909090909,0.4343716719914803,1.028511689792815,354.8817224172981,0.0504526091586794,0.1158785161027313,0.5242875599478257
