fiscalDateEnding,ticker,Current Ratio,Acid Test Ratio,Operating Cash Flow Ratio,Debt Ratio,Debt to Equity Ratio,Interest Coverage Ratio,Asset Turnover Ratio,Inventory Turnover Ratio,Day Sales in Inventory Ratio,Return on Ratio,Return on Equity Ratio,Quality Score
2025-09-30,JPM,0.3323309016474747,0.2978453542476352,0.010728705465431887,0.9210096914502747,11.659780906799329,0.7357986888077572,0.015766835043600012,,,,,0.0
2025-06-30,JPM,0.29896578781940963,0.28416676358572035,0.008699748697481528,0.9215979327320789,11.75476572043348,0.7304250559284117,0.015363926754680195,,,0.0032920503584638007,0.041989331062074836,0.09999999999999999
2025-03-31,JPM,0.2839763170198409,0.29553466223469266,-0.07675664110336891,0.9193594281224529,11.400705708269307,0.7806615776081425,0.01581213330591924,,,0.0033601385635505165,0.04166808946559672,0.09999999999999999
2024-12-31,JPM,0.29977712671048506,0.3222866780908211,0.045795176626539556,0.9138710916869982,10.610503599626405,0.7175008259002312,0.016739973428692916,,,0.0034987886022183395,0.04062269766038787,0.09999999999999999
2024-09-30,JPM,0.2826870862442417,0.31826699057965546,-0.02378962140394765,0.9178546182846371,11.173538902832556,0.6285587353300507,0.016547792329208597,-0.015156203382121577,-24082.548300358518,0.0030636230275759326,0.03729513410980927,0.09125756531057339
2024-06-30,JPM,0.2993405295598194,0.38804980447291304,0.012467647121736272,0.9178006870861547,11.165551810002585,0.9094966429929755,0.016373389061026505,0.04076005412781184,8954.845811918323,0.004380638874748582,0.0532928891916653,0.10164644451351042
2024-03-31,JPM,0.3028668651693778,0.41406074077302474,-0.050899502554583295,0.9177072926157135,11.151745054762252,0.710009853834784,0.016198587683802904,-0.0018937963021600764,-192734.56157015337,0.003280346011845816,0.03986192842735647,0.09999999999999999
2023-12-31,JPM,0.29620384231936836,0.4345818360170157,0.019308087591802452,0.9153949031749812,10.819618882633174,0.48540693438477694,0.01598108888569495,-0.014051259840568514,-25976.318432755714,0.002401562886654334,0.028385558042930602,0.07075017083758411
2023-09-30,JPM,0.2839139487998599,0.396556187209237,0.015551824536235485,0.9185880221109894,11.28320482967883,0.7665139715987174,0.015799317297932217,-0.013036232421510655,-27998.887116934613,0.003373493234159319,0.041437308386714604,0.09999999999999999
2023-06-30,JPM,0.2749025007001188,0.3799979168879686,0.006506276237209899,0.9192097698177982,11.377734260005887,0.8852756103699975,0.015109455462949558,-0.013127238023580677,-27804.782646916618,0.003741236324530019,0.04630802902891372,0.09999999999999999
2023-03-31,JPM,0.29583255420459886,0.42276610660442043,-0.0389532851919318,0.9190552051715872,11.354098890729242,0.979991407352851,0.01459309538085172,-0.010588953885268369,-34469.88285668121,0.0033709860708462584,0.04164549527850549,0.09999999999999999
2022-12-31,JPM,0.2911682990376063,0.41251052843233443,0.03314802419148844,0.9202530019153007,11.539656965368144,0.8672834706888509,0.009424283153510762,-0.00917514170935045,-39781.40191862389,0.0030029382856354087,0.03765581599003872,0.09999999999999999
2022-09-30,JPM,0.3343791943867196,0.49623393010700906,-0.006307041060902236,0.9236812790218247,12.102944954829212,1.4828864450759915,0.010809818213808374,-0.005638625995379329,-64732.08194675541,0.002580100501234272,0.03380691484559993,0.09999999999999999
2022-06-30,JPM,0.3471326639241072,0.5042356539753917,0.02243226538425338,0.925509083610452,12.424455604365649,3.088402501421262,0.008910232279891725,-0.002445455682808547,-149256.436158682,0.0022515732897649085,0.03022614566842453,0.11088897405276532
2022-03-31,JPM,0.39395723895749185,0.5456210624639131,-0.013767048287305229,0.9277062887657102,12.832461813437613,6.196428571428571,0.008178144060452825,-0.0015295791279813914,-238627.73316062178,0.0020942238918023096,0.02896827201214415,0.1449123808950063
2021-12-31,JPM,0.3624369182370835,0.5064885697524045,0.027205284081735743,0.9214313514356762,11.727723058406742,8.925952045133991,0.008202337503242228,-8.934308967271573e-05,-4085374.7204968943,0.0027778319447735273,0.03535547569587287,0.1672445496591974
2021-09-30,JPM,0.38592045120391355,0.5666832570832246,0.008872582483637313,0.9228116743347307,11.955327005492327,10.079285714285714,0.008266233337662365,4.238812442302448e-05,8610902.345132744,0.0031102497993387226,0.040294303219200044,0.1843537651423207
2021-06-30,JPM,0.3770505864252803,0.5512713447425568,0.0048556250065046715,0.9222676165825611,11.864651205017005,11.158167036215817,0.008641907619883092,0.0003674717940568886,993273.5135135135,0.003242988543684261,0.04171991647636407,0.1931864327803985
