fiscalDateEnding,ticker,Current Ratio,Acid Test Ratio,Debt Ratio,Debt to Equity Ratio,Interest Coverage Ratio,Asset Turnover Ratio,Inventory Turnover Ratio,Day Sales in Inventory Ratio,Return on Ratio,Return on Equity Ratio,Quality Score
2021-09-30,BA,1.3627916195450678,0.3714542211236898,1.0971493946038706,-11.157340720221606,0.5366218236173393,0.1040409680890184,0.1657081455975188,2202.667821089087,-0.000898900889367,0.0091412742382271,0.0741861078084304
2021-06-30,BA,1.3499161225970258,0.320876405513239,1.1106858696746904,-9.91607720896775,1.8157503714710248,0.1141303253096988,0.1782540128852431,2047.6397366435772,0.0038070299123778,-0.0339887303680613,0.0753023680074955
2021-03-31,BA,1.3343234103145998,0.2820273216748987,1.118912253807445,-9.29648909070772,0.1575846833578792,0.1014230012996967,0.1669932743020274,2185.71676928649,-0.003739127536908,0.031066563296046,0.0722882272057184
2020-12-31,BA,1.393698441796517,0.2927933088909257,1.1188081716359046,-9.293022493994322,-11.3567335243553,0.1006007782510385,0.177054396377654,2061.5133397843515,-0.0245898406688752,0.2042476523258353,0.1533703849181839
2020-09-30,BA,1.419307311471503,0.3558776690825181,1.0716416244473246,-14.619236951188563,-0.4385692068429238,0.0876839409404629,0.1505962442934189,2423.699221136225,-0.0085823602730976,0.117079773284832,0.1114937055438298
2020-06-30,BA,1.4086741203693691,0.5564542289310352,1.069883098384007,-14.935630410559698,-5.189873417721519,0.0724925094552777,0.1548868589169502,2356.558862076941,-0.027328208654649,0.3815033856175537,0.1828903640129742
2020-03-31,BA,1.1746947154557577,0.4529322130748555,1.065420234142932,-15.77185721676151,-4.736641221374046,0.1181827712738074,0.2095226193451637,1742.0553501133247,-0.0165297920670976,0.2446973616140713,0.1589949902256769
2019-12-31,BA,1.050528197961197,0.3230947878987175,1.062114125350795,-16.470349309504467,-8.677685950413224,0.1340392890551917,0.2440943854245517,1495.323210180185,-0.0075584658559401,0.117210165951027,0.0869736278035489
2019-09-30,BA,1.106809224136054,0.3738213966857566,1.0287259234679256,-33.14067055393586,6.798029556650246,0.1507262552979683,0.2309119938863794,1580.6887890786595,0.0088010377230425,-0.2835276967930029,0.1199560273493709
2019-06-30,BA,1.031695755458894,0.347579429216067,1.0391490642399477,-24.65313791807591,-21.253246753246756,0.1247416066718939,0.2599281667932021,1404.2341178453069,-0.0233009401161086,0.5527996993611425,0.1521130503498392
2019-03-31,BA,1.070489744663039,0.3335406326616038,0.9980700280345066,959.816,19.96747967479675,0.1906013692818341,0.2851657513500283,1279.9573520733866,0.0178771972148508,17.192,0.3172249877494402
2018-12-31,BA,1.0764799607795073,0.3632553008947174,0.996506446033112,344.98230088495575,26.60759493670886,0.2414897877452943,0.3530615180526475,1033.814169307379,0.0291754360551811,10.100294985250738,0.3405769044656327
2018-09-30,BA,1.1041212838561014,0.3692912096906204,1.0105443096486102,-89.88983708301008,21.12264150943396,0.2193111748750643,0.3391469744350237,1076.2295627376427,0.0206089360625855,-1.8332040341349884,0.2200399514216346
2018-06-30,BA,1.1116243165004824,0.3760308780958507,1.0121383453332744,-79.50659264399722,24.72477064220184,0.2143027518883342,0.3189551020408163,1144.3616912366913,0.0194001501833119,-1.523941707147814,0.2180456404310931
2018-03-31,BA,1.145779272361383,0.4148969972991579,0.9885688117024368,91.85842880523732,28.83333333333333,0.2059199112277518,0.3070649071007944,1188.6737675308116,0.0218143708883389,2.0270049099836336,0.3307826324670105
2017-12-31,BA,1.158026622118751,0.5056247667454549,0.9955378900284838,258.9323943661972,32.956989247311824,0.2747446741684988,0.4606485657586144,792.3610907132717,0.0739930469063065,19.24507042253521,0.4276306945499332
2017-09-30,BA,1.1788858460916392,0.5186090536492124,0.9874185502214116,82.74585635359117,30.49425287356322,0.2661663388530552,0.4637586855987544,787.0472539587091,0.0203610711263968,1.7062615101289134,0.3164158699983502
2017-06-30,BA,1.1875295318376835,0.5202517530098849,1.021968990181705,-45.17133038782524,27.40860215053764,0.2560198142965036,0.4405342378630485,828.5394610202117,0.0195588431294149,-0.8645066273932254,0.2168188000099139
2017-03-31,BA,1.2528273839416646,0.5282135754605171,0.9982714975522174,942.2947368421052,23.517241379310345,0.2339165635141012,0.3991953199065831,914.33937673772,0.0161810132369832,15.273684210526316,0.3177202175863037
2016-12-31,BA,1.2464195954841026,0.535804045158974,0.9902552307299132,109.08200734394124,27.620253164556964,0.2587419580652688,0.4505659853237343,810.0922215371969,0.0330788804071246,3.643818849449204,0.3626249664300647
2016-09-30,BA,1.2835282228959146,0.5745839262513147,0.9758291174817312,41.550981330780274,28.19753086419753,0.2686677908937605,0.4663542642924086,782.6668006430868,0.0256211354693648,1.0909526089037818,0.3441334151032648
2016-06-30,BA,1.2737319240257523,0.5469423775045629,0.9927797431061612,152.07179487179488,-5.561643835616438,0.2762557332410807,0.505296274500928,722.3484882418813,-0.0026113448425939,-0.4,0.0729430325169054
2016-03-31,BA,1.3245350081790093,0.5198416705373912,0.9551487214217832,21.627751669552318,23.698630136986303,0.2472172763716998,0.4040324969322557,903.392679478452,0.013315564682622,0.3015087806084591,0.3126561795217416
2015-12-31,BA,1.3535269380306276,0.6254264857573594,0.9322409117871366,13.89281767955801,15.208333333333334,0.2496928226421489,0.4368030133101974,835.6169460323612,0.0108677230743157,0.1619573796369376,0.2750453097933791
2015-09-30,BA,1.1689731525048437,0.4817153335178522,0.9314531606699126,13.681305637982195,37.35820895522388,0.2611062849754541,0.4442250740375123,821.6555555555556,0.0172124689387664,0.2528189910979228,0.3073950591841052
2015-06-30,BA,1.1692453094371325,0.4629305516661999,0.9357097714623556,14.654374201787997,21.773333333333333,0.2501783857617581,0.4354654483152484,838.1836065573771,0.0113147540315182,0.1772030651340996,0.2588414581767901
2015-03-31,BA,1.202059504850152,0.4629542493122919,0.917872666837126,11.351505185934734,31.78688524590164,0.226530299156226,0.3813450991711682,957.1383001730104,0.0136640245461518,0.1689855805717176,0.2657979788185179
2014-12-31,BA,1.1951443129925772,0.5533614260274697,0.911389342527067,10.433698788228506,24.22222222222222,0.2466581987540071,0.442959192403114,824.0036695475834,0.0147785237605596,0.1691863819965378,0.2705360038468238
2014-09-30,BA,1.2258100894669577,0.4015863468912112,0.8420234638921568,5.376335193990766,25.658227848101262,0.2566997290967373,0.4266012155212716,855.6,0.0147000097136628,0.0938598304734339,0.2280223828823379
2014-06-30,BA,1.2285007217983088,0.4311479405313185,0.8470513387321134,5.586587013725908,21.28395061728395,0.2377152592816243,0.4036669477416704,904.2107659346544,0.0178246007526661,0.1175592063153403,0.2504735632285479
2014-03-31,BA,1.233800617119348,0.4091463182354958,0.8402074802074803,5.299035812672177,16.119565217391305,0.2234780234780234,0.3848601499744108,948.3964500462536,0.0105378105378105,0.0664600550964187,0.2089071324880994
2013-12-31,BA,1.2639164044594646,0.4868507943907081,0.8381554665832102,5.221243697478991,15.09375,0.2566828183849001,0.4751118568232662,768.2401412595644,0.0133062819032407,0.082890756302521,0.2218865061119794
2013-09-30,BA,1.2915056360708534,0.5444847020933977,0.9041877569135502,9.559378840353034,18.36842105263158,0.2338507708727399,0.4528128031037827,806.0726143300845,0.0122578804433971,0.1295944587196961,0.2518661896780149
2013-06-30,BA,1.3058851093740016,0.5136211633900616,0.9171254519985668,11.222296040393305,18.010416666666668,0.2368852548023151,0.4585673808221902,795.9571815718158,0.011803542148527,0.1444326335370714,0.2556343587308431
2013-03-31,BA,1.3027197477335437,0.5141899881750098,0.9164151381472022,11.107879924953096,15.525252525252526,0.20888476124139,0.3862048680050003,945.0942498095964,0.0122281557155018,0.148217636022514,0.2624974827373701
2012-12-31,BA,1.2740429505135389,0.5925481303632564,0.9328766198704104,14.134821885120164,14.11965811965812,0.2508774298056155,0.5043839898280841,723.6550076151461,0.0110016198704103,0.1666950741435145,0.2605556208316372
2012-09-30,BA,1.2549705964715765,0.4340754223840194,0.9081693642862266,10.012124406958357,13.704347826086956,0.2391756520907547,0.456147975120189,800.1789329522448,0.0123604370382767,0.136267791249341,0.2354262843431813
