fiscalDateEnding,ticker,Current Ratio,Acid Test Ratio,Debt Ratio,Debt to Equity Ratio,Interest Coverage Ratio,Asset Turnover Ratio,Inventory Turnover Ratio,Day Sales in Inventory Ratio,Return on Ratio,Return on Equity Ratio,Quality Score
2025-09-30,V,1.0775507874914403,1.1882275736133303,0.6194907003121644,1.6280566620063837,30.633333333333333,0.10764150280546438,,,0.051090567817960994,0.13426890711968134,0.4351704046693514
2025-06-30,V,1.1153455136956458,1.216545153513231,0.6134527713348796,1.5870060004138216,163.3846153846154,0.10169559305766616,,,0.052707350235943376,0.13635423132629837,0.44431763398054264
2025-03-31,V,1.0840327836476746,1.0016457654455087,0.5904278806285204,1.4415724428083092,35.41772151898734,0.10332460986720945,,,0.04929296845551571,0.12035235340520642,0.41586901674564997
2024-12-31,V,1.1213777456945446,1.0658622941803306,0.5832317604039701,1.3994150825151452,35.065934065934066,0.10349555981194497,,,0.055709124151140516,0.13366931272195529,0.438173347021979
2024-09-30,V,1.2834408115548517,1.1677414488818494,0.5859000539619726,1.4148759485908475,37.20454545454545,0.10175535122895747,,,0.05626858249304314,0.1358816465237499,0.46003491271593094
2024-06-30,V,1.372678223951884,1.350742968335397,0.563609402460457,1.291525082433487,31.556122448979593,0.09775922671353252,,,0.05351493848857645,0.12263082383145812,0.4811132894813362
2024-03-31,V,1.3980719191229791,1.3571641854711427,0.5618459074232405,1.2823020871927875,70.85365853658537,0.09496856026580375,,,0.05046591413326984,0.11517846115845375,0.4778176136190831
2023-12-31,V,1.446142970751966,1.4232128656004241,0.5653272653677428,1.3005813807162812,33.31016042780749,0.09445459418656806,0.3472803347280335,1051.0240963855422,0.053495826450349525,0.12307150227770368,0.4930341008165278
2023-09-30,V,1.451727422287644,1.6038618062169885,0.5720063205118289,1.3364831022642192,31.797814207650273,0.09512812296268466,0.35542042356888237,1026.952802359882,0.05172432844561818,0.12085301938915137,0.49694341613677323
2023-06-30,V,1.4917569477154968,1.691756947715497,0.5631597821458189,1.2891665170211128,29.274725274725274,0.09103032476410337,0.366784296426996,995.1352976548408,0.0465741757626017,0.10661604371360406,0.49074354260765646
2023-03-31,V,1.50060218882547,1.662460072262659,0.5554723070716385,1.2495786334759498,38.16901408450704,0.09204080456457842,0.38897818599311135,938.3559622195986,0.049069217912512245,0.1103850641773629,0.497058867256755
2022-12-31,V,1.4395184209166538,1.597065054513512,0.567568833663204,1.3125067706640667,37.32846715328467,0.0929415484792767,0.3526536312849162,1035.009900990099,0.04894187639804654,0.11317842053948651,0.49126120761020897
