fiscalDateEnding,ticker,Current Ratio,Acid Test Ratio,Operating Cash Flow Ratio,Debt Ratio,Debt to Equity Ratio,Interest Coverage Ratio,Asset Turnover Ratio,Inventory Turnover Ratio,Day Sales in Inventory Ratio,Return on Ratio,Return on Equity Ratio,Quality Score
2021-09-30,MRK,1.3089177343223195,1.2054534726904922,0.2021662171274443,0.616413887522194,1.61007431413086,27.867346938775512,0.1406935204398143,0.4325476429287863,843.8376811594203,0.0488908379147325,0.1277029669777057,0.418544834075765
2021-06-30,MRK,1.308545603944125,1.1409202958093674,0.1136674883593536,0.6318366266760762,1.7210308163633088,9.5,0.1257277699364855,0.3923650613070408,930.2561211340204,0.013386556104446,0.0364630263711179,0.22153531041582
2021-03-31,MRK,1.0207882857251245,0.8420393763514282,0.0679412768863093,0.702367717150814,2.3680831323065505,15.935,0.1169768952194348,0.3729742334149469,978.619881212879,0.0350699527777472,0.1182408610131749,0.3063025222752232
2020-12-31,MRK,1.0159915102279795,0.8381088300947781,0.1465949427306327,0.7226274184390968,2.6142117944464194,-8.628019323671497,0.1366445385858409,0.996218941303565,366.3853244171336,-0.0228414202733982,-0.0826322234071967,0.0441959717058737
2020-09-30,MRK,1.302474883606959,1.1337417299681452,0.1064935064935064,0.6740534521158129,2.073939560063044,14.330049261083744,0.1217037861915367,0.3670361798026556,994.4523730501162,0.0327951002227171,0.1009045432741725,0.345177322857977
2020-06-30,MRK,1.323067905131211,1.3429073856975382,0.1518171160609613,0.6938255255752359,2.274473627089212,14.114832535885167,0.1032169066931523,0.3443650495173624,1059.9217327994177,0.0332174584781769,0.1088922653932421,0.3738378199941485
2020-03-31,MRK,1.1145935357492651,0.9807946173827876,0.0301068858323042,0.6902712187768657,2.2367105514214844,19.10377358490566,0.1419923922132064,0.4430176565008025,823.8949275362319,0.0379093896105425,0.1228391528334287,0.3333472525962241
2019-12-31,MRK,1.2368586858685868,1.175967596759676,0.2157515751575157,0.6919203289216441,2.2540626085613926,13.744292237442922,0.1406211121248385,0.6137504182000669,594.7042790951213,0.0280104743059587,0.0912494692554135,0.3477942653619585
2019-09-30,MRK,1.2638754592922066,1.1690195320054149,0.204312512086637,0.6768909529466826,2.1017214397496087,11.16017316017316,0.1487681655086342,0.5413839891451832,674.1979949874687,0.0228846407699415,0.0710559654221626,0.2847986623036944
2019-06-30,MRK,1.2097585262633803,1.059596713965646,0.153547423450336,0.6696599773715238,2.03466618418672,14.987124463519311,0.1400583576490204,0.5816658115272789,627.5080858571009,0.0314893110224498,0.0956757734756649,0.3447900756163085
2019-03-31,MRK,1.3671466321522947,1.2813460605080085,0.0720487515504503,0.6640114627097652,1.9856930171756415,15.674641148325358,0.1313354542584452,0.5343137254901961,683.1192660550458,0.0347524103261529,0.1039253422419114,0.374918858235474
2018-12-31,MRK,1.16522561469873,1.0358011348284248,0.1617580834008826,0.674697774604596,2.088124040298116,13.827586206896552,0.1330880840301559,0.6045955882352941,603.7093341441167,0.0215157859070392,0.0665892663196135,0.2839101796667416
2018-09-30,MRK,1.443882492198429,1.2388894867104272,0.1502744000860863,0.6163984494302831,1.6184689408426378,15.026315789473683,0.1267943145777046,0.668205317577548,546.2392926222714,0.0230001174674027,0.0603910924680772,0.3559968055870927
2018-06-30,MRK,1.3274492497793469,0.9878089143865842,0.1865622241835834,0.6146989651928504,1.6069968335946387,11.75257731958763,0.1230597365945437,0.6599073001158748,553.1079894644425,0.020178739416745,0.0527529281564142,0.2833461914956536
2018-03-31,MRK,1.4201061320754718,0.9558372641509434,0.0681014150943396,0.6059901674782953,1.5486515385529287,8.27027027027027,0.1166536883578759,0.5916016350798959,616.9692211055276,0.0086121732662335,0.0220090293453724,0.1831648121560066
2017-12-31,MRK,1.330503921779306,1.0237992908563447,0.2156978618244332,0.6065982337946103,1.552393988816403,10.889473684210529,0.1187295156591405,0.6683673469387755,546.1068702290077,-0.0118126365622723,-0.0302306616961789,0.2063792446229391
2017-09-30,MRK,1.4341706477628808,1.2057841475317204,-0.0601530795705552,0.5800536672629696,1.3903210625392175,2.058201058201058,0.1126248963741873,0.6283488504655139,580.8875113395827,-0.0005563069941969,-0.0013334030537544,0.1300693318490029
2017-06-30,MRK,1.5015993176244802,1.226729928563813,0.1768312186800298,0.57208741002543,1.345361477840002,13.637305699481866,0.1069996982888668,0.5762899944516368,633.3616816431322,0.0210228007413473,0.0494387147454577,0.3640679338915275
2017-03-31,MRK,1.5905766029359834,1.537708722191394,0.0144276850123593,0.5848427418937252,1.4176017270376786,12.005494505494504,0.0976998995453651,0.5924990283715508,616.0347654968841,0.0161141661747496,0.0390591661018651,0.3437414899756741
2016-12-31,MRK,1.7794698907230877,1.1653103929318762,0.2111136944896535,0.577382387787412,1.373702853721812,-6.533333333333333,0.1060528219591725,0.6847513357994246,533.0402160864346,-0.0061440389192362,-0.0146178407503492,0.1713728385565202
2016-09-30,MRK,1.892639022822244,1.4900675024108003,0.1909996785599485,0.5529872375044491,1.243096196049744,17.98235294117647,0.1071439467127675,0.6500762776506483,561.472572601936,0.0222504703310113,0.0500182882223847,0.4402094172806747
2016-06-30,MRK,1.8719667515752785,1.349510658265183,0.1082584796889663,0.549665716506867,1.2230781650021911,9.7953216374269,0.1020367970976937,0.6817835365853658,535.3605366126328,0.012531743975123,0.0278847706252738,0.3118700648535289
2016-03-31,MRK,1.637750455373406,1.4960154826958103,0.1228369763205828,0.5554554199787353,1.2522028945806511,10.44186046511628,0.0942939597995038,0.7001176009408075,521.3409854423292,0.0114424586096906,0.025795553120577,0.3177281021067341
