fiscalDateEnding,ticker,Current Ratio,Acid Test Ratio,Operating Cash Flow Ratio,Debt Ratio,Debt to Equity Ratio,Interest Coverage Ratio,Asset Turnover Ratio,Inventory Turnover Ratio,Day Sales in Inventory Ratio,Return on Ratio,Return on Equity Ratio,Quality Score
2021-09-30,INTC,2.0730420668199647,0.8163127282564588,0.3347761395915055,0.4636465390981293,0.8644421503657576,48.625,0.114263940653243,0.862012655644009,423.4276580629884,0.0406222836117693,0.0757378978098948,0.4629432429705432
2021-06-30,INTC,1.9879207601868256,0.6825575777097761,0.352150104686745,0.4488444148334056,0.8143697114086871,45.674418604651166,0.1269817654935089,0.9555404332539412,381.9827893175074,0.0327367283970581,0.0593965284542349,0.4368318027473227
2021-03-31,INTC,1.8952838391785016,0.728417042772556,0.2297213365906173,0.4701504428303966,0.8873281792323982,21.557894736842105,0.1306117300261582,1.0391186520560858,351.2592130627055,0.0223141373770099,0.0421141002668938,0.3755630413330504
2020-12-31,INTC,1.908742021491476,0.7478387331340389,0.3995313888664458,0.4706547086373464,0.8891260889952861,51.5945945945946,0.1304975472104826,1.0484158063367746,348.144312393888,0.0382582908204923,0.072274735309361,0.452791477473672
2020-09-30,INTC,1.6635763386396527,0.6264471780028944,0.3698896526772793,0.4867583177866048,0.948399817581887,31.4625,0.1262073096013382,0.9265609835004852,393.92981843575416,0.0294366691679115,0.0573544008369772,0.4001076648571887
2020-06-30,INTC,1.9745562919798945,1.108180241092478,0.4962857524131489,0.462367001225916,0.860004877453969,30.677419354838708,0.1293308596490077,1.0280967777901662,355.0249430647435,0.0334668511003743,0.0622485062797219,0.505937208203951
2020-03-31,INTC,1.7368068633605356,1.3063402385436285,0.2577108181627955,0.4830817141696568,0.9345417397909735,53.333333333333336,0.1342360029788098,0.844905905256327,432.0007680491552,0.0383250964728183,0.0741414988081829,0.4666931894248751
2019-12-31,INTC,1.4002241147467502,0.7192738682205289,0.4432093231734648,0.4323049427206938,0.761509083402147,63.907407407407405,0.1480252556327092,0.9527676120768528,383.0944664506062,0.0505771878937036,0.0890921758876961,0.4522416192395221
2019-09-30,INTC,1.19522023619534,0.5884934567507182,0.4273459942547079,0.4449943185216195,0.8017833571293876,61.22429906542056,0.1434573291071108,0.9139847186848808,399.350221659278,0.0447790203935171,0.0806820936935966,0.4104864740805828
2019-06-30,INTC,1.483836589698046,0.6073077899010404,0.3850291804110631,0.4268310403108007,0.7446862449464288,35.56296296296296,0.1262245810995801,0.7620745170193193,478.9557869322469,0.0319595591890424,0.0557594033116735,0.4053639865316787
2019-03-31,INTC,1.5366717783300723,0.7014436042514939,0.2622283327164084,0.4310046501568076,0.7574836073363109,30.246376811594203,0.1240634028024533,0.8978750804893754,406.5153471026965,0.0306972145406232,0.0539498513460311,0.3908205320617211
2018-12-31,INTC,1.7314447251293157,0.7674726332250692,0.4150126308191988,0.4173081281307878,0.7161729007684776,47.51145038167939,0.1457999578003016,1.0244036950227493,356.30484522207263,0.0405976727647835,0.069672625833188,0.4598664107340678
