date,Current Ratio,Acid Test Ratio,Operating Cash Flow Ratio,Debt Ratio,Debt to Equity Ratio,Interest Coverage Ratio,Asset Turnover Ratio,Inventory Turnover Ratio,Day Sales in Inventory Ratio,Return on Ratio,Return on Equity Ratio,Quality Score,ticker
2021-10-01,0.6974982080369846,0.7651962125870739,0.1256223161053211,0.6078004122990232,1.5594226959103108,33.14726388039753,0.159170541373659,1.6196848635517882,225.5572232747422,0.0255349157312314,0.0654946316725972,0.2680671141685296,PG
2021-10-04,0.696486324398916,0.7638332993631982,0.1256621206538384,0.6079378049353232,1.5603406303977971,33.58618252633694,0.1595074656408971,1.6204263391224778,225.4491503754335,0.0258144007506807,0.0662441661105193,0.2692326852905579,PG
2021-10-05,0.6955060621245371,0.7625129771775686,0.1257006813102146,0.6080709040517389,1.5612298794325494,34.01138496459075,0.159833861024784,1.6211446435815835,225.34445475422825,0.0260851518632722,0.0669702775972563,0.2703618323150228,PG
2021-10-06,0.6945564330462326,0.76123391506024,0.125738036946079,0.6081998438207666,1.5620913394349658,34.42329982664912,0.1601500565529244,1.621840501026342,225.2430308711856,0.0263474420035952,0.0676736981000329,0.2714556934949732,PG
2021-10-07,0.693636479876625,0.7599948236340778,0.1257742252183226,0.6083247542220122,1.5629258788123068,34.82234234926817,0.1604563709708104,1.622514612925952,225.1447764844881,0.0266015355770331,0.0683551367120976,0.2725153715130501,PG
2021-10-08,0.6927452752435677,0.7587944538149832,0.1258092826070586,0.6084457611732188,1.563734338834106,35.20891479305537,0.1607531130631375,1.623167658828699,225.04959254737483,0.0268476887263011,0.0690152803675354,0.2735419345930622,PG
2021-10-11,0.6918819207552934,0.7576315955527354,0.1258432444523967,0.6085629866572002,1.564517534480224,35.583406847974224,0.1610405819650793,1.6238002970469851,224.9573831082964,0.0270861495896545,0.0696547945337407,0.2745364175768238,PG
2021-10-12,0.6910455460947778,0.7565050766111828,0.1258761449900679,0.6086765488448073,1.5652762552624009,35.946196026176864,0.1613190674638355,1.62441316532095,224.86805521418916,0.027317158551028,0.0702743238822521,0.2754998229673429,PG
2021-10-13,0.6902353081424032,0.7554137613865537,0.1259080173859369,0.6087865622140516,1.5660112660201344,36.29764804256067,0.1615888502907555,1.6250068814613532,224.78151881677272,0.0275409484823587,0.0708744929386225,0.2764331219394083,PG
2021-10-14,0.6894503901260404,0.7543565497626943,0.1259388937694349,0.608893137665507,1.5667233076916889,36.63811718343248,0.1618502024043343,1.625582043972369,224.6976866817756,0.0277577449783352,0.0714559067119813,0.2773372553185966,PG
