date,Current Ratio,Acid Test Ratio,Debt Ratio,Debt to Equity Ratio,Interest Coverage Ratio,Asset Turnover Ratio,Inventory Turnover Ratio,Day Sales in Inventory Ratio,Return on Ratio,Return on Equity Ratio,Quality Score,ticker
2010-01-04,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-01-05,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-01-06,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-01-07,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-01-08,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-01-11,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-01-12,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-01-13,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-01-14,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-01-15,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-01-19,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-01-20,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-01-21,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-01-22,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-01-25,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-01-26,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-01-27,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-01-28,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-01-29,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-02-01,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-02-02,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-02-03,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-02-04,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-02-05,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-02-08,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-02-09,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-02-10,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-02-11,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-02-12,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-02-16,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-02-17,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-02-18,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-02-19,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-02-22,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-02-23,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-02-24,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-02-25,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-02-26,3.489833112961441,2.4253654004216845,0.3095131153431548,0.4482534313406622,246.5,0.3297550604862858,1.1234664338556266,324.88732106339467,0.0281021679243023,0.0406990611244823,0.513196985767247,NKE
2010-03-01,3.492206006857139,2.4312386130846897,0.3093359876637494,0.4478840700361358,267.68019069634835,0.3305853715790919,1.1254968778205061,324.323313617933,0.02847454588388933,0.04122485355975846,0.5141467678092155,NKE
2010-03-02,3.4944458967891423,2.4367826241069412,0.3091687882341843,0.4475354119403058,287.673202598264,0.3313691425941294,1.12741351261091,323.7909195648508,0.028826051547118238,0.041721174606491336,0.5150433132625375,NKE
2010-03-03,3.496562622671386,2.4420217885205906,0.30901078254158304,0.4472059253860996,306.56686569845846,0.33210981666457284,1.129224758069756,323.2878000786608,0.029158229090523843,0.04219020462020369,0.5158905606823949,NKE
2010-03-04,3.4985650889516235,2.446978145960616,0.3088613059021306,0.44689422431978576,324.4406601210985,0.33281050958997754,1.1309382335778497,322.8118386825834,0.02947247588804339,0.04263391667321772,0.5166920741913072,NKE
2010-03-05,3.500461373324647,2.4516716897437973,0.30871975534603735,0.4465990513788283,341.36668648408283,0.33347404787666246,1.1325608510778913,322.3611154087628,0.029770059571369297,0.04305410064363289,0.5174510869930296,NKE
2010-03-08,3.502258820620687,2.456120599254385,0.30858558260911967,0.44631926327735166,357.4105039365972,0.33410300159066636,1.1340988954131437,321.9338844821591,0.03005213276384457,0.043452384019378794,0.5181705389526216,NKE
2010-03-09,3.5039641241751367,2.460341441344468,0.30845828805885384,0.44605381814024414,372.63185645635934,0.33469971283023275,1.1355580939540888,321.52855497997376,0.030319745849804236,0.043830249928345444,0.5188531091657517,NKE
2010-03-10,3.5055833965846817,2.4643493454643433,0.3083374154126947,0.44580176448935926,387.08530441105995,0.33526632048443833,1.1369436771432138,321.1436740137958,0.030573858078326178,0.0441890528167231,0.5195012442797697,NKE
2010-03-11,3.5071222314306367,2.4681581564355892,0.3082225471306589,0.44556223163574826,400.8207754941137,0.3358047818311128,1.1382604313105957,320.7779120587299,0.0308153472494674,0.044530032125831454,0.5201171831992862,NKE
2010-03-12,3.508585757286834,2.471780568127423,0.30811330038383716,0.44533442127286876,413.8840467931423,0.3363168914350074,1.139512744887511,320.4300501163911,0.03104501818971549,0.044854324259337774,0.520702978703541,NKE
2010-03-15,3.509978685114324,2.4752282407645785,0.30800932351655713,0.4451176000991931,426.3171678298599,0.33680429773190956,1.1407046489612536,320.0989684497731,0.03126361018963312,0.045162973085106195,0.5212605164167559,NKE
2010-03-16,3.511305349968783,2.478511904158419,0.30791029293308053,0.44491109332609186,438.158832835835,0.33726851762268945,1.1418398529634373,319.78363666991413,0.031471803548996896,0.045456939176841606,0.5217915315020744,NKE
2010-03-17,3.51256974780129,2.481641448793525,0.30781591035056255,0.44471427894947696,449.44470923220666,0.33771094935044355,1.142921776159782,319.4831049888084,0.03167022535193925,0.04573710796850867,0.5222976233915586,NKE
2010-03-18,3.5137755680130356,2.484626006404707,0.3077259003689642,0.44452658268238215,460.20772820940874,0.33813288389187307,1.1439535755066081,319.1964964815567,0.03185945457575441,0.046004296967893946,0.5227802688166385,NKE
2010-03-19,3.5149262223247986,2.487474021432619,0.30764000831605365,0.44434747346118086,470.47834241297903,0.33853551505914703,1.1449381703539454,318.9230002244491,0.03204002662138243,0.04625926215358551,0.5232408333635017,NKE
2010-03-22,3.516024870438961,2.490193314540492,0.3075579983318325,0.4441764594510736,480.28475499987496,0.33891994847942486,1.145878264404072,318.66186519542254,0.03221243734054591,0.0465027036612333,0.5236805817446517,NKE
2010-03-23,3.5170744429023184,2.4927911392024833,0.3074796516619121,0.4440130844872947,489.65312370943053,0.33928720959489644,1.146776365274824,318.4123948398544,0.032377146623608445,0.04673527084955476,0.5241006869500505,NKE
2010-03-24,3.5180776615196345,2.4952742322298067,0.3074047651337181,0.44385692489756795,498.6077430724852,0.3396382508057899,1.147634801967117,318.17394221851384,0.03253458160307101,0.04695756682362658,0.5245022384179114,NKE
2010-03-25,3.5190370576187573,2.497648858979205,0.3073331497930675,0.4437075866589842,507.17120744381657,0.33997395786160944,1.1484557404940883,317.9459056661702,0.03268513951991462,0.04717015248212017,0.524886249345553,NKE
2010-03-26,3.519954988426631,2.4999208538856537,0.30726462968176027,0.4435647028489344,515.3645571726319,0.340295155591347,1.1492411978937653,317.72772489921795,0.03282919029348604,0.047373550145944125,0.5252536632441133,NKE
2010-03-29,3.520833651780371,2.5020956568741313,0.30719904073945287,0.4434279313552046,523.2074099119999,0.3406026130511075,1.149993054817076,317.5188775190371,0.03296707883010488,0.047568246817964906,0.5256053598268519,NKE
2010-03-30,3.5216750993676738,2.5041783461313116,0.3071362298153107,0.44329695281499254,530.7180788013067,0.34089704815712674,1.1507130668574364,317.3188758649115,0.033099127100879706,0.04775469711685397,0.5259421603087978,NKE
2010-03-31,3.5224812486653603,2.5061736676549704,0.3070760537768404,0.4431714687565707,537.9136790283886,0.3411791318632463,1.1514028747663558,317.12726417638504,0.03322563601522233,0.04793332592246352,0.5262648321853095,NKE
2010-04-01,3.5232538937230684,2.5080860619449847,0.3070183787049275,0.4430511999207123,544.810224083576,0.3414494919342888,1.1520640136808529,316.9436160301123,0.03334688711313117,0.04810453076530679,0.5265740935483894,NKE
2010-04-05,3.5239947149204367,2.5099196881535963,0.30696307916549925,0.4429358847419018,551.4227128512387,0.3417087163602423,1.1526979214725068,316.76753202069705,0.03346314409638482,0.048268683988581834,0.5268706169921243,NKE
2010-04-06,3.5247052878100766,2.5116784459728936,0.30691003754942936,0.4428252779718501,557.765208541212,0.34195735645054937,1.1533059463142379,316.59863765882665,0.0335746542162691,0.04842613470762255,0.5271550331522035,NKE
2010-04-07,3.5253870911448195,2.5133659955032583,0.30685914347333404,0.442719149429985,563.850910339105,0.3421959296429603,1.1538893535490802,316.4365814632957,0.03368164953329168,0.04857721058859799,0.5274279339189284,NKE
2010-04-08,3.5260415141757697,2.5149857753169735,0.30681029323479964,0.4426172828674463,569.6922185479295,0.3424249220572318,1.1544493319349995,316.28103322634894,0.033784348062464796,0.04872221946563544,0.5276898753583557,NKE
